Date,Open,High,Low,Close,Volume
4/22/2021,109.08,109.08,108.11,108.5,"206,578"
4/23/2021,108.12,108.5,107.3,107.59,"327,740"
4/26/2021,107.5,110.49,105.31,110.08,"1,219,578"
4/27/2021,110.97,112.49,110,111.16,"1,349,448"
4/28/2021,112,112,110,110.33,"92,427"
4/29/2021,111.48,111.48,108.06,109.69,"50,576"
4/30/2021,109.6,110.48,108,108.25,"31,211"
5/3/2021,108.95,108.95,107,107.29,"93,935"
5/4/2021,107.3,107.99,106.9,107.01,"728,637"
5/5/2021,107.95,108,105.51,107.68,"267,300"
5/6/2021,108.85,109.48,107.15,108,"275,761"
5/17/2021,110.99,110.99,107.9,108.17,"3,369,863"
5/18/2021,109.39,110,107.8,108.93,"709,944"
5/19/2021,108.02,109.85,107.99,108.5,"295,736"
5/20/2021,108.5,109.5,108,108.01,"1,181,039"
5/21/2021,108.01,110,107.71,109.64,"357,882"
5/24/2021,110.89,110.99,108.5,108.96,"735,889"
5/25/2021,110.33,111,109,110.94,"689,020"
5/26/2021,110.23,112.24,110.23,111.91,"1,056,798"
5/27/2021,112.97,116.8,111.5,111.9,"1,213,879"
5/28/2021,112.98,112.98,111.5,111.93,"846,292"
5/31/2021,110.02,114.88,110.02,114.37,"1,348,227"
6/1/2021,115.49,116,112,112.85,"792,553"
6/2/2021,113.9,113.9,112,112.06,"533,198"
6/3/2021,113,117,111.1,114.9,"502,397"
6/4/2021,114.03,115.5,113,113.83,"509,829"
6/7/2021,114,114,112,112.97,"592,738"
6/8/2021,112.5,113.88,112.5,113,"316,908"
6/9/2021,113,113.49,111.9,111.98,"118,293"
6/10/2021,112,112.75,111.5,112.72,"379,963"
6/11/2021,112.72,113.82,112.26,112.92,"123,445"
6/14/2021,113.2,114.4,113,113.97,"904,492"
6/15/2021,113.5,114.4,112.8,113.6,"823,907"
6/16/2021,114,114,112.06,113.11,"323,061"
6/17/2021,113.6,113.6,112.51,113,"66,035"
6/18/2021,113.7,113.7,112.95,112.98,"95,572"
6/21/2021,113.01,114,112.98,113.74,"236,423"
6/22/2021,113.25,114,113,113.96,"253,190"
6/23/2021,114.78,114.78,113,113.2,"634,747"
6/24/2021,114,114.45,113.5,114.12,"322,212"
6/25/2021,113.66,114.5,113,113.34,"157,763"
6/28/2021,114,114,111.39,111.65,"629,813"
6/29/2021,113,114,112.88,113.83,"458,723"
6/30/2021,113.83,115.5,113.83,115.41,"351,809"
7/1/2021,115.41,116,114.74,115.7,"145,485"
7/2/2021,115.7,117,115.25,116.3,"382,919"
7/5/2021,116,117.5,114.03,116.97,"534,405"
7/6/2021,117.75,118.5,116.91,118.3,"363,620"
7/7/2021,118.49,119.9,118,118.63,"483,023"
7/8/2021,119.49,122,118.4,121.66,"1,465,549"
7/9/2021,122,122.45,119.95,120.45,"1,142,028"
7/12/2021,120.45,121.6,119.49,121,"284,656"
7/13/2021,120.25,122,120,121.87,"862,143"
7/14/2021,122.2,122.49,121,121.99,"549,834"
7/15/2021,122.69,123,120.16,122.65,"157,151"
7/16/2021,122.9,123.5,122,122.99,"217,307"
7/19/2021,123.09,125.48,122.5,124.48,"487,031"
7/23/2021,124,125,123.8,124.86,"362,481"
7/26/2021,124.86,125.5,121.15,121.84,"497,442"
7/27/2021,122,122.85,121.4,121.5,"161,628"
7/28/2021,120.52,124.4,120.5,123.24,"443,049"
7/29/2021,123,124,122.1,123.61,"320,393"
7/30/2021,124.83,127,122.15,124.95,"621,489"
8/2/2021,125,127.76,123,127.02,"923,829"
8/3/2021,128,130,127.9,129.59,"970,111"
8/4/2021,130.11,132.45,130.11,131.84,"464,202"
8/5/2021,132.87,132.9,131.8,132.58,"827,635"
8/6/2021,133,138.99,133,135.09,"361,432"
8/9/2021,135.09,136.5,133,134.67,"220,343"
8/10/2021,135.5,135.99,134.01,134.96,"260,089"
8/11/2021,136.48,136.48,134,135.12,"266,305"
8/12/2021,135.85,142,134,140.13,"1,546,267"
8/13/2021,143.99,143.99,139.5,140.66,"523,091"
8/16/2021,139.6,142,139,141.05,"292,145"
8/17/2021,141.9,142,140.57,141.68,"534,365"
8/20/2021,144,151,141.9,149.41,"1,407,021"
8/23/2021,150.89,160.61,150.5,160.45,"2,443,696"
8/24/2021,161.4,161.4,155.8,156.47,"693,350"
8/25/2021,158,158,156,156.5,"1,085,200"
8/26/2021,157.5,164.9,154,154.82,"257,249"
8/27/2021,155.5,165,154.75,162.18,"6,232,369"
8/30/2021,159,160,155.7,156.35,"724,813"
8/31/2021,156.35,157.99,154,154.68,"177,061"
