Date,Open,High,Low,Close,Volume
22-Jan-21,303.12,310.35,303,306.69,"60,700"
25-Jan-21,308.39,309.98,303.4,304.65,"410,100"
26-Jan-21,305.49,314.5,304,311.58,"247,200"
27-Jan-21,311.6,326.8,311.6,317.6,"496,300"
28-Jan-21,314.62,317.75,308.85,310.5,"106,200"
29-Jan-21,309.01,317,309,313.08,"98,800"
1-Feb-21,313.11,328.99,313.11,320.13,"338,800"
2-Feb-21,320,329.99,316.2,323.46,"383,900"
3-Feb-21,322.5,332,319.5,323.61,"402,900"
4-Feb-21,325.98,326.8,318.4,320.51,"91,900"
8-Feb-21,324.98,324.98,307,307.99,"942,500"
9-Feb-21,309.97,313,305,305.51,"332,300"
10-Feb-21,306.5,306.5,296,298.82,"385,900"
11-Feb-21,301,310.15,299.01,302.91,"381,100"
12-Feb-21,304,305.99,296,297.56,"295,300"
15-Feb-21,300,300,296,296.31,"154,800"
16-Feb-21,298,300.5,296,299.05,"107,600"
17-Feb-21,301.98,311,300.6,301.92,"327,800"
18-Feb-21,302.29,304.89,297.5,298.63,"138,500"
19-Feb-21,298.63,303.9,297.05,298.17,"155,700"
22-Feb-21,301.99,301.99,297.1,297.47,"123,500"
23-Feb-21,298.99,302.4,297,297.46,"103,700"
24-Feb-21,297.21,298.94,286,288.1,"164,600"
25-Feb-21,291,293.18,287.6,288.67,"110,100"
26-Feb-21,288,289.89,280.01,281.62,"71,700"
1-Mar-21,277.02,282,267.98,273.48,"129,800"
2-Mar-21,274,293.99,274,293.31,"359,500"
3-Mar-21,296.01,304,296.01,301.85,"432,700"
4-Mar-21,285.1,295,285.1,290.09,"134,300"
5-Mar-21,290.5,292,284,288.44,"54,500"
8-Mar-21,292.5,295,283,284.72,"73,500"
9-Mar-21,280.52,283.5,265.25,268.13,"144,800"
10-Mar-21,269.5,270,249,251.02,"156,700"
11-Mar-21,250.1,253.99,232.2,235.39,"123,600"
12-Mar-21,230,253,230,248.28,"182,900"
15-Mar-21,256,266.9,256,266.55,"248,700"
16-Mar-21,272,272,261,265.57,"119,900"
17-Mar-21,273.99,280,270.01,275.12,"259,700"
18-Mar-21,275.12,276.8,259,260.9,"176,000"
19-Mar-21,267,268,260,265.62,"140,800"
22-Mar-21,265.6,271.89,260,265.52,"140,700"
24-Mar-21,265.35,271.5,264.5,266.52,"150,500"
25-Mar-21,268,281.5,268,277.54,"607,300"
26-Mar-21,277,280,274.02,274.73,"165,400"
29-Mar-21,274.11,274.11,258.21,260.81,"123,800"
30-Mar-21,258,271.5,258,265.66,"138,200"
31-Mar-21,270,285.58,270,272.78,"649,500"
1-Apr-21,278.47,278.47,265,268.21,"127,800"
2-Apr-21,274.95,284,266,280.53,"502,000"
5-Apr-21,283.99,291.9,275.01,282.44,"584,800"
6-Apr-21,282.44,293,276.11,289.31,"385,700"
7-Apr-21,290.02,293,275.25,278.54,"220,200"
8-Apr-21,282.5,289.99,279.01,288.32,"218,700"
9-Apr-21,291.5,291.5,285.8,288.71,"173,400"
12-Apr-21,286.55,290,283,287.44,"76,700"
13-Apr-21,284,293,283.1,288.46,"331,400"
14-Apr-21,293,303,290.01,299.29,"360,800"
15-Apr-21,301.2,306.75,298,299.85,"274,900"
16-Apr-21,299,307,298,300.95,"246,800"
19-Apr-21,295,316.9,286,311.59,"535,200"
20-Apr-21,313.49,323,313.49,316.86,"279,500"
21-Apr-21,316,319.5,308,308.84,"147,900"
22-Apr-21,305.01,307.01,292,295.05,"76,800"
23-Apr-21,293,298,280.1,293.89,"124,100"
26-Apr-21,288.01,298.07,286,290.84,"69,700"
27-Apr-21,290,298.9,288.6,289.28,"39,700"
28-Apr-21,289.32,295,288.01,288.86,"45,500"
29-Apr-21,288.86,288.86,284,284.84,"24,100"
30-Apr-21,286.5,286.5,280.1,281.24,"28,100"
3-May-21,281,287.98,270,280.48,"56,300"
4-May-21,286,299,285,297.72,"176,200"
5-May-21,301.5,305.99,296,299.01,"61,200"
6-May-21,300,302,297,297.6,"13,700"
17-May-21,308,310.15,302,307.94,"142,500"
18-May-21,308,310,305,306.48,"111,600"
19-May-21,307,314.98,304,307.96,"206,800"
20-May-21,310,311.5,305,308.25,"115,500"
21-May-21,310.79,331.36,309,326.09,"481,500"
24-May-21,350,350,332.3,345.19,"742,000"
25-May-21,346,352.8,330.1,340.79,"1,622,800"
26-May-21,344.9,352.49,343,348.62,"763,900"
27-May-21,345.5,348.5,334,338.5,"228,300"
28-May-21,336,344.35,334,341.57,"149,600"
31-May-21,343,350.6,337,341.77,"346,600"
1-Jun-21,342.99,344.95,338.25,339.75,"194,800"
2-Jun-21,338.5,365.23,333,360.82,"2,152,300"
3-Jun-21,366,380.89,364.99,373.42,"1,052,700"
4-Jun-21,376,400,374.01,392.34,"1,205,400"
7-Jun-21,395,409.9,387,390.39,"534,400"
8-Jun-21,393,398.8,381.99,388.97,"395,500"
9-Jun-21,390,390.53,375,383.76,"337,600"
10-Jun-21,383.1,386.49,377,381.74,"266,200"
11-Jun-21,382.01,384,370.1,377.32,"599,200"
14-Jun-21,382.95,384,362.11,370.7,"634,700"
15-Jun-21,370,370,358.01,361.77,"275,800"
16-Jun-21,359.01,370.99,357.25,365.26,"394,400"
17-Jun-21,366,368,354,359.13,"223,400"
18-Jun-21,357,357,348,352.29,"716,900"
21-Jun-21,353,355,335.6,345.66,"314,500"
22-Jun-21,345,345,338.51,339.66,"348,800"
23-Jun-21,342.45,344,337,342.72,"182,900"
24-Jun-21,344.99,357.22,344,352.16,"681,600"
25-Jun-21,355,355,342,345.71,"233,300"
28-Jun-21,345,345.99,332.56,334.73,"231,300"
29-Jun-21,333,345.9,333,338.21,"497,000"
30-Jun-21,338.32,362.99,335.01,345.78,"202,400"
1-Jul-21,345.99,352,343.2,350.44,"165,600"
2-Jul-21,352,357.9,344.8,347.74,"269,900"
5-Jul-21,345.27,350.25,342.15,345.46,"124,100"
6-Jul-21,345.6,357,345,351.61,"436,200"
7-Jul-21,349,359,347.02,357.52,"315,400"
8-Jul-21,357,370.1,357,366.12,"473,600"
9-Jul-21,368,369.9,360,361.63,"220,900"
12-Jul-21,361,367,354,355.68,"75,600"
13-Jul-21,356,359.8,348,351.15,"99,100"
14-Jul-21,352.79,360,351.55,357.33,"172,100"
15-Jul-21,355.11,369.9,355.11,366.81,"459,500"
16-Jul-21,374.99,379.5,367,376.9,"490,400"
19-Jul-21,378,390,377,382.86,"387,600"
23-Jul-21,400,400,382.05,388.43,"334,000"
26-Jul-21,385,398,384,387.34,"315,100"
27-Jul-21,388,389,379,384.04,"222,900"
28-Jul-21,385,388,377.11,382.62,"272,900"
29-Jul-21,394,394,362,369.37,"392,300"
30-Jul-21,371.88,373,357,362.52,"218,700"
2-Aug-21,362,366.2,355,358.96,"138,900"
3-Aug-21,360.7,367,358.45,361.51,"272,200"
4-Aug-21,362.9,369,362.9,365.92,"436,000"
5-Aug-21,366.19,371.99,364,366.02,"127,400"
6-Aug-21,368.8,372,360,366.02,"152,000"
9-Aug-21,366.1,368,363.01,365.45,"44,900"
10-Aug-21,365.15,367.99,347.55,357.81,"381,400"
11-Aug-21,361,363,357,360.4,"30,500"
12-Aug-21,358.01,362.88,353,359.41,"89,700"
13-Aug-21,359,360,356.5,356.72,"7,500"
16-Aug-21,353.6,359.9,349,351.61,"66,500"
17-Aug-21,356.85,364.9,350,352.51,"62,700"
20-Aug-21,352,354.9,350,352.67,"17,000"
23-Aug-21,356,359.98,354.99,358.06,"80,800"
24-Aug-21,356.5,359,354.01,355.33,"24,400"
25-Aug-21,354,359,351,355.62,"21,900"
26-Aug-21,357.65,357.65,344,346.39,"52,100"
27-Aug-21,346,349,338,341.5,"142,000"
30-Aug-21,345,345,341,341.78,"41,800"
31-Aug-21,340.35,347.5,338,342.96,"31,700"
